doc_number,positive,negative,ratio_pos_over_neg,positive_ratio,negative_ratio,net_ratio,length,parent_doc,offset,from,to,subj,sent,cc,questions,chars
C05775107,4,1,4.0,0.05,0.0125,0.0375,80,,7,Hillary Clinton,aclb,Fw: Info for you,Fri Sep 24 05:16:14 2010,lake.sullivar <jake.sullivan,,384
C05775107,29,16,1.8125,0.0637362637363,0.0351648351648,0.0285714285714,455,,9,Hillary Clinton,Lynn Forester de Rothschild,Info for you,Thu Sep 23 22:30:45 2010,,,2417
C05775108,0,0,0,0.0,0.0,0.0,6,,1,Hillary Clinton,Cheryl Mills,Re: April 13,"Sunday, March 21, 2010 1:41 PM",,,21
C05775109,2,0,0,0.133333333333,0.0,0.133333333333,15,,1,Hillary Clinton,Rodriguez Miguel,Reports,"Sunday, March 21, 2010 1:48 PM",,,69
C05775110,0,0,0,0.0,0.0,0.0,10,,1,Hillary Clinton,Huma Abedin,"Fw: Washington Post ""Outlook"" Article","Sunday, June 6, 2010 1:38 PM",,,108
C05775111,0,0,0,0.0,0.0,0.0,1,,2,Hillary Clinton,"Sullivan, Jacob J",Re: Info for you,Sun Sep 26 15:03:28 2010,,,0
C05775111,0,1,0.0,0.0,0.166666666667,-0.166666666667,6,,4,Hillary Clinton,"'jake.sullivan <jake.sullivan Sullivan, Jacob J",Fw: Info for you,Sun Sep 26 14:59:17 2010,,,27
C05775111,4,1,4.0,0.05,0.0125,0.0375,80,,9,Hillary Clinton,aclb,Fw: Info for you,Fri Sep 24 05:16:14 2010, 'jake.sullivan <jake.sullivar,,384
C05775111,29,16,1.8125,0.0635964912281,0.0350877192982,0.0285087719298,456,,11,Hillary Clinton,Lynn Forester de Rothschild,Info for you,Thu Sep 23 22:30:45 2010,,,2419
C05775112,0,0,0,0.0,0.0,0.0,1,,2,Hillary Clinton," Sullivan, Jacob",Re: Info for you,Sun Sep 26 15:07:22 2010,,,0
C05775112,0,0,0,0.0,0.0,0.0,1,,4,Hillary Clinton," Sullivan, Jacob I",Re: Info for you,Sun Sep 26 15:03:28 2010,,,0
C05775112,0,1,0.0,0.0,0.166666666667,-0.166666666667,6,,6,Hillary Clinton,"lake.sullivan ' <jake.sullivar Sullivan, Jacob",Fw: Info for you,Sun Sep 26 14:59:17 2010,,,27
C05775112,4,1,4.0,0.05,0.0125,0.0375,80,,11,Hillary Clinton,aclb,Fw: Info for you,Fri Sep 2405:16:14 2010,Jake Sullivan,,384
C05775112,29,16,1.8125,0.0637362637363,0.0351648351648,0.0285714285714,455,,13,Hillary Clinton,Lynn Forester de Rothschild,Info for you,Thu Sep 23 22:30:45 2010,,,2417
C05775113,0,0,0,0.0,0.0,0.0,2,,1,Hillary Clinton,Anne-Marie Slaughter,Re:,"Sunday, March 21, 2010 1:51 PM",Jacob Sullivan,,7
C05775114,0,0,0,0.0,0.0,0.0,9,,1,Hillary Clinton,Jacob Sullivan,Re: aipac speech,"Sunday, March 21, 2010 2:14 PM",,,27
C05775116,0,0,0,0.0,0.0,0.0,1,,2,Hillary Clinton,"Sullivan, Jacob J",Re: Info for you,Sun Sep 26 15:52:14 2010,,,0
C05775116,0,0,0,0.0,0.0,0.0,1,,4,Hillary Clinton," Sullivan, Jacob",Re: Info for you,Sun Sep 26 15:07:22 2010,,,0
C05775116,0,0,0,0.0,0.0,0.0,1,,6,Hillary Clinton,"Sullivan, Jacob J",Re: Info for you,Sun Sep 26 15:03:28 2010,,,0
C05775116,0,1,0.0,0.0,0.166666666667,-0.166666666667,6,,8,Hillary Clinton,"lake.sullivar <jake.sullivan;Sullivan, Jacob J",Fw: Info for you,Sun Sep 26 14:59:17 2010,,,27
C05775116,4,1,4.0,0.0506329113924,0.0126582278481,0.0379746835443,79,,13,Hillary Clinton,aclb,Fw: Info for you,Fri Sep 24 05:16:14 2010, lake.sullivan <jake.sullivan,,383
C05775116,29,16,1.8125,0.0637362637363,0.0351648351648,0.0285714285714,455,,15,Hillary Clinton,Lynn Forester de Rothschild,Info for you,Thu Sep 23 22:30:45 2010,,,2417
C05775127,0,0,0,0.0,0.0,0.0,7,,1,Hillary Clinton,Anne-Marie Slaughter,Re: tying up a couple of loose ends from this week,"Sunday, June 6, 2010 3:56 PM",,,29
C05775135,2,2,1.0,0.133333333333,0.133333333333,0.0,15,,1,Hillary Clinton,Jacob Sullivan,Fw:,"Sunday, March 21, 2010 2:45 PM",,,75
C05775135,0,0,0,0.0,0.0,0.0,28,,2,Hillary Clinton,,Re:,Sun Mar 21 14:40:20 2010,,,108
C05775139,0,0,0,0.0,0.0,0.0,5,,1,Hillary Clinton,Sidney Blumenthal,Re: H: fyi. sid,"Sunday, March 21, 2010 2:58 PM",,,22
C05775139,1,1,1.0,0.0416666666667,0.0416666666667,0.0,24,,3,Hillary Clinton,Sidney Blumenthal,Re: H: fyi. sid,,,,94
C05775141,1,0,0,0.125,0.0,0.125,8,,1,Hillary Clinton, 'TillemannTS@state.gov'; 'muscatinel@state.gov',Water speech,"Sunday, March 21, 2010 3:53 PM",Jacob Sullivan,,31
C05775142,0,0,0,0.0,0.0,0.0,1,,1,Hillary Clinton, valenzuelaaa@state.gov,letter,"Sunday, March 21, 2010 3:55 PM",Jacob Sullivan,,0
C05775146,3,0,0,0.176470588235,0.0,0.176470588235,17,,1,Hillary Clinton, 'TillemannTS@state.gov'; 'muscatinel@state.gov',Re: Water speech,"Sunday, March 21, 2010 3:56 PM",Jacob Sullivan,,77
C05775146,1,0,0,0.125,0.0,0.125,8,,3,Hillary Clinton," Tillemann, Tomicah 5;Lissa Muscatine",Water speech,Sun Mar 21 15:52:40 2010,Jacob Sullivan,,31
C05775150,2,0,0,0.285714285714,0.0,0.285714285714,7,,1,Hillary Clinton, 'ValmoroU@state.goV;Huma Abedin,Netanyahu,"Sunday, March 21, 2010 3:56 PM",,,30
C05775152,0,0,0,0.0,0.0,0.0,8,,1,Hillary Clinton, 'ValmoroU@state.goV;Huma Abedin,Espinosa,"Sunday, March 21, 2010 3:57 PM",,,35
C05775153,1,0,0,0.111111111111,0.0,0.111111111111,9,,2,Hillary Clinton,"Sullivan, Jacob J",Re: Update on the Trilateral Talks,Mon Sep 27 10:40:01 2010,,,42
C05775155,2,1,2.0,0.666666666667,0.333333333333,0.333333333333,3,,1,Hillary Clinton, 'TillemannTS@state.gov',Re: Water speech,"Sunday, March 21, 2010 4:09 PM",,,13
C05775155,3,0,0,0.176470588235,0.0,0.176470588235,17,,3,Hillary Clinton,Tomicah Tillemann;Lissa Muscatine,Re: Water speech,Sun Mar 21 15:55:50 2010,"Sullivan, Jacob J",,77
C05775155,1,0,0,0.125,0.0,0.125,8,,5,Hillary Clinton,Tomicah Tillemann;Lissa Muscatine,Water speech,Sun Mar 21 15:52:40 2010,"Sullivan, Jacob J",,31
C05775158,1,0,0,0.1,0.0,0.1,10,,1,Hillary Clinton, 'ValmoroU@state.goV,Re: Netanyahu,"Sunday, March 21, 2010 4:11 PM",,,43
C05775158,2,0,0,0.285714285714,0.0,0.285714285714,7,,4,Hillary Clinton, 'ValmoroU@state.goV;Huma Abedin,Netanyahu,Sun Mar 21 15:56:19 2010,,,30
C05775160,0,0,0,0.0,0.0,0.0,1,,1,Hillary Clinton,'sullivan-@state.gov',Re: letter,"Sunday, March 21, 2010 4:14 PM",,,0
C05775160,0,0,0,0.0,0.0,0.0,1,,3,Hillary Clinton,Arturo Valenzuela,letter,"Sunday, March 21, 2010 3:55 PM",Jacob Sullivan,,0
C05775163,0,0,0,0.0,0.0,0.0,5,,1,Hillary Clinton,Jacob Sullivan,Re: China currency memo,"Sunday, March 21, 2010 4:39 PM",,,17
C05775165,2,0,0,0.111111111111,0.0,0.111111111111,18,,1,Hillary Clinton,Jacob Sullivan,Speech,"Sunday, March 21, 2010 5:32 PM",,,90
C05775166,1,1,1.0,0.05,0.05,0.0,20,,1,Hillary Clinton,Jacob Sullivan,Re: Dan...,"Sunday, March 21, 2010 8:51 PM",,,90
C05775168,0,0,0,0.0,0.0,0.0,4,,1,Hillary Clinton,Jacob Sullivan,Re: Dan...,"Sunday, March 21, 2010 8:51 PM",,,16
C05775170,0,0,0,0.0,0.0,0.0,3,,1,Hillary Clinton,Jacob Sullivan,Re: AIPAC,"Monday, March 22, 2010 7:24 AM",,,7
C05775172,2,2,1.0,0.0434782608696,0.0434782608696,0.0,46,,1,Hillary Clinton,,BINGO!,"Monday, March 22, 2010 7:52 AM",,,213
C05775176,0,0,0,0.0,0.0,0.0,2,,1,Hillary Clinton,,Re:,"Monday, March 22, 2010 7:55 AM",,,4
C05775183,2,1,2.0,0.666666666667,0.333333333333,0.333333333333,3,,1,Hillary Clinton,Cheryl Mills,Re: Haiti recovery blueprint includes foreign donors,"Monday, March 22, 2010 7:55 AM",,,12
C05775203,0,0,0,0.0,0.0,0.0,1,,2,Hillary Clinton,Anne-Marie Slaughter,What did you think of the road show?,Tue Sep 28 18:33:47 2010,,,0
C05775210,1,0,0,0.0714285714286,0.0,0.0714285714286,14,,1,Hillary Clinton,Jacob Sullivan,Re: AIPAC,"Monday, March 22, 2010 8:02 AM",,,80
C05775211,0,0,0,0.0,0.0,0.0,3,,2,Hillary Clinton,Lauren Jiloty; _,"Fw: QUOTE FOR BRIAN ROSS STORY, review asap please",Wed Sep 29 07:17:42 2010,,,10
C05775212,0,0,0,0.0,0.0,0.0,1,,1,Hillary Clinton,Jacob Sullivan;Phillipe Reines,Health care topper,"Monday, March 22, 2010 8:47 AM",,,0
C05775214,0,0,0,0.0,0.0,0.0,3,,1,Hillary Clinton,Jacob Sullivan;Huma Abedin,call,"Monday, March 22, 2010 8:11 PM",,,10
C05775215,0,0,0,0.0,0.0,0.0,3,,2,Hillary Clinton," Sullivan, Jacob I;Huma Abedin",call,Mon Mar 22 20:11:15 2010,,,10
C05775216,1,1,1.0,0.111111111111,0.111111111111,0.0,9,,1,Hillary Clinton,Jacob Sullivan,Re:rca I I,"Monday, March 22, 2010 9:11 PM",,,29
C05775216,0,0,0,0.0,0.0,0.0,2,,3,Hillary Clinton," Sullivan, Jacob",Re: ball,Mon Mar 22 20:45:32 2010,,,5
C05775216,0,0,0,0.0,0.0,0.0,3,,5,Hillary Clinton," Sullivan, Jacob;Huma Abedin",all,Mon Mar 22 20:11:15 2010,,,10
C05775218,0,0,0,0.0,0.0,0.0,5,,1,Hillary Clinton,Jacob Sullivan,Re:,"Monday, March 22, 2010 9:49 PM",,,22
C05775220,1,3,0.333333333333,0.0769230769231,0.230769230769,-0.153846153846,13,,1,Hillary Clinton,Jacob Sullivan,Re:,"Monday, March 22, 2010 9:56 PM",,,53
C05775220,0,0,0,0.0,0.0,0.0,5,,3,Hillary Clinton," Sullivan, Jacob I",Re:,Mon Mar 22 21:48:54 2010,,,22
C05775221,0,0,0,0.0,0.0,0.0,22,,1,Hillary Clinton,Jacob Sullivan,Re:,"Tuesday, March 23, 2010 6:47 AM",,,92
C05775221,1,3,0.333333333333,0.0769230769231,0.230769230769,-0.153846153846,13,,3,Hillary Clinton,Jacob Sullivan,Re:,Mon Mar 22 21:56:16 2010,,,53
C05775221,0,0,0,0.0,0.0,0.0,5,,5,Hillary Clinton,"Sullivan, Jacob J",Re:,Mon Mar 22 21:48:54 2010,,,22
C05775223,2,0,0,0.222222222222,0.0,0.222222222222,9,,1,Hillary Clinton,Jacob Sullivan,Re:,"Tuesday, March 23, 2010 6:57 AM",,,38
C05775223,0,0,0,0.0,0.0,0.0,22,,3,Hillary Clinton," Sullivan, Jacob I",Re:,Tue Mar 23 06:47:24 2010,,,92
C05775223,1,3,0.333333333333,0.0769230769231,0.230769230769,-0.153846153846,13,,5,Hillary Clinton,Jacob Sullivan,Re:,Mon Mar 22 21:56:16 2010,,,53
C05775223,0,0,0,0.0,0.0,0.0,5,,7,Hillary Clinton,Jacob Sullivan,Re:,Mon Mar 22 21:48:54 2010,,,22
C05775225,0,0,0,0.0,0.0,0.0,8,,1,Hillary Clinton,Cheryl Mills; 'ValmoroU@state.goV,Re: Nita Lowey and AJC,"Tuesday, March 23, 2010 12:36 PM",,,41
C05775227,1,0,0,0.111111111111,0.0,0.111111111111,9,,1,Hillary Clinton,Maggie Williams,Re: Hi from Maggie,"Tuesday, March 23, 2010 4:14 PM", 'ValmoroU@state.goV,,36
C05775229,0,0,0,0.0,0.0,0.0,5,,1,Hillary Clinton,Cheryl Mills,Re: names and names,"Wednesday, March 24, 2010 6:37 AM",,,17
C05775230,0,0,0,0.0,0.0,0.0,3,,1,Hillary Clinton,Cheryl Mills,Re: INL Resumes,"Wednesday, March 24, 2010 6:37 AM",,,13
C05775232,5,2,2.5,0.0746268656716,0.0298507462687,0.044776119403,67,,1,Hillary Clinton,'bam@mikulski.senate.gov',Re: Nuns. Health. Care,"Wednesday, March 24, 2010 6:47 AM",,,310
C05775234,0,0,0,0.0,0.0,0.0,1,,1,Hillary Clinton,Cheryl Mills,Re: Personnel,"Wednesday, March 24, 2010 6:49 AM",,,0
C05775234,0,0,0,0.0,0.0,0.0,3,,3,Hillary Clinton,Cheryl Mills,Re: INL Resumes,"Wednesday, March 24, 2010 6:37 AM",,,13
C05775237,0,1,0.0,0.0,0.0769230769231,-0.0769230769231,13,,1,Hillary Clinton,Jacob Sullivan,Are you up yet?,"Wednesday, March 24, 2010 6:50 AM",,,56
C05775239,2,0,0,0.125,0.0,0.125,16,,1,Hillary Clinton,Anne-Marie Slaughter;Jacob Sullivan,Pak-India-Bang),"Wednesday, March 24, 2010 6:53 AM",,,69
C05775240,0,0,0,0.0,0.0,0.0,14,,1,Hillary Clinton,Anne-Marie Slaughter;Jacob Sullivan,Re: Pak-India-Bangl,"Wednesday, March 24, 2010 7:03 AM",,,59
C05775240,2,0,0,0.125,0.0,0.125,16,,3,Hillary Clinton,"Anne-Marie Slaughter;Sullivan, Jacob J",Pak-India-Bangl,Wed Mar 24 06:53:05 2010,,,69
C05775241,0,0,0,0.0,0.0,0.0,3,,2,Hillary Clinton,"'Laurenjiloty Jiloty, Lauren C",Fw: HbJ on moratorium,"Thursday, September 30, 2010 7:54 AM",,,10
C05775243,0,0,0,0.0,0.0,0.0,23,,2,Hillary Clinton,"'Laurenjiloty Jiloty, Lauren C",Fw: Fwd:,"Thursday, September 30, 2010 7:42 AM",,,98
C05775246,1,0,0,0.0833333333333,0.0,0.0833333333333,12,,2,Hillary Clinton,Lauren Jiloty;Lauren Jiloty,Re: HbJ on moratorium,"Thursday, September 30, 2010 8:22 AM",,,46
C05775246,0,0,0,0.0,0.0,0.0,3,,4,Hillary Clinton,"'Laurenjiloty Jiloty, Lauren C",Fw: HbJ on moratorium,"Thursday, September 30, 2010 7:54 AM",,,10
C05775248,1,0,0,0.0833333333333,0.0,0.0833333333333,12,,2,Hillary Clinton,Lauren Jiloty; 'Laurenjilot,Re: HbJ on moratorium,"Thursday, September 30, 2010 8:22 AM",,,46
C05775248,0,0,0,0.0,0.0,0.0,3,,4,Hillary Clinton,"'Laurenjiloty Jiloty, Lauren C",Fw: HbJ on moratorium,"Thursday, September 30, 2010 7:54 AM",,,10
C05775249,0,0,0,0.0,0.0,0.0,8,,2,Hillary Clinton,Lauren Jiloty,Re: HbJ on moratorium,"Thursday, September 30, 2010 8:42 AM",,,39
C05775249,1,0,0,0.0833333333333,0.0,0.0833333333333,12,,4,Hillary Clinton,Lauren Jiloty; 'LaurenjilotV,Re: HbJ on moratorium,"Thursday, September 30, 2010 8:22 AM",,,46
C05775249,0,0,0,0.0,0.0,0.0,3,,6,Hillary Clinton,"'Laurenjiloty Jiloty, Lauren C",Fw: HbJ on moratorium,"Thursday, September 30, 2010 7:54 AM",,,10
C05775256,0,0,0,0.0,0.0,0.0,22,,1,Hillary Clinton, 'filotyLC@state.gov',Mack McLarty,"Thursday, March 25, 2010 12:24 PM",,,94
C05775258,0,0,0,0.0,0.0,0.0,19,,1,Hillary Clinton, 'sulliyanjj@state.goy';Huma Abedin,Tomorrow,"Thursday, March 25, 2010 8:48 PM",,,77
C05775259,7,0,0,0.155555555556,0.0,0.155555555556,45,,1,Hillary Clinton,'tauschereo@state.gov',Tomorrow,"Thursday, March 25, 2010 10:59 PM",Huma Abedin; 'ValmoroU@state.goV,,198
C05775260,0,0,0,0.0,0.0,0.0,3,,1,Hillary Clinton,Lauren Jiloty,Fw: US-Afghan Women's Council in Texas,"Friday, March 26, 2010 5:44 AM",,,10
C05775263,0,0,0,0.0,0.0,0.0,8,,1,Hillary Clinton,Sidney Blumenthal,• Re:,"Friday, March 26, 2010 5:45 AM",,,35
C05775264,0,0,0,0.0,0.0,0.0,4,,1,Hillary Clinton,Anne-Marie Slaughter,Re: Brava!,"Friday, March 26, 2010 5:46 AM",,,12
C05775265,1,0,0,0.0909090909091,0.0,0.0909090909091,11,,1,Hillary Clinton,Lauren Jiloty,Fw: Call with Secretary Clinton,"Friday, March 26, 2010 5:47 AM",,,40
C05775266,4,0,0,0.0833333333333,0.0,0.0833333333333,48,,1,Hillary Clinton, 'ValmoroU@state.goV;Huma Abedin,Tonight,"Friday, March 26, 2010 5:50 AM",,,205
C05775268,1,0,0,0.1,0.0,0.1,10,,1,Hillary Clinton,Jacob Sullivan,Kabul IG report,"Friday, March 26, 2010 7:23 AM",,,34
C05775269,1,0,0,0.2,0.0,0.2,5,,1,Hillary Clinton,Jacob Sullivan,Re: Kabul IG report,"Friday, March 26, 2010 7:40 AM",,,18
C05775269,1,0,0,0.1,0.0,0.1,10,,3,Hillary Clinton,"Sullivan, Jacob J",Kabul IG report,Fri Mar 26 07:23:02 2010,,,34
C05775271,0,0,0,0.0,0.0,0.0,20,,1,Hillary Clinton,Lauren Jiloty,"Fw: Pan Arab Press Cartoons for Friday, March 26, 2010 from the London-based Media","Friday, March 26, 2010 8:39 AM",,,119
C05775272,0,0,0,0.0,0.0,0.0,6,,1,Hillary Clinton,Lauren Jiloty,Fw: -esumes,"Friday, March 26, 2010 1:27 PM",,,75
C05775274,0,0,0,0.0,0.0,0.0,1,,1,Hillary Clinton,Cheryl Mills,Re: Wynn Resorts as Sponsor,"Friday, March 26, 2010 7:27 PM",,,0
C05775276,0,0,0,0.0,0.0,0.0,5,,1,Hillary Clinton,Jacob Sullivan,Re: Please review: statements B5,"Friday, March 26, 2010 8:15 PM",,,34
C05775279,1,1,1.0,0.0555555555556,0.0555555555556,0.0,18,,1,Hillary Clinton, 'cheryl.mills ' <cheryl.mills 'MillsCD@state.gov' <MillsCD@state.gov>,Can you talk this am?,"Saturday, March 27, 2010 8:25 AM",,,76
C05775284,0,0,0,0.0,0.0,0.0,7,,1,Hillary Clinton,Jacob Sullivan,Anything to report?,"Saturday, March 27, 2010 12:36 PM",,,25
C05775286,0,0,0,0.0,0.0,0.0,1,,1,Hillary Clinton,Jacob Sullivan,Re:,"Saturday, March 27, 2010 6:44 PM",,,0
C05775287,0,0,0,0.0,0.0,0.0,10,,1,Hillary Clinton, 'Thomas_E._Donilon,A call,"Sunday, March 28, 2010 8:47 AM",,,41
C05775288,2,0,0,0.153846153846,0.0,0.153846153846,13,,1,Hillary Clinton, 'Thomas_E._Donilon,Re: A call,"Sunday, March 28, 2010 1:10 PM",,,56
C05775288,0,0,0,0.0,0.0,0.0,10,,3,Hillary Clinton," 'Donilon, Thomas E.'",A call,Sun Mar 28 08:46:51 2010,,,41
C05775289,3,1,3.0,0.0666666666667,0.0222222222222,0.0444444444444,45,,1,Hillary Clinton, 'BurnsWJ@state.gov ';William Burns,Putin trip,"Sunday, March 28, 2010 9:19 PM",Jacob Sullivan,,198
C05775290,1,0,0,0.0434782608696,0.0,0.0434782608696,23,,1,Hillary Clinton, 'sullivanij@state.gov',NPR,"Sunday, March 28, 2010 9:27 PM",,,109
C05775291,0,1,0.0,0.0,0.0666666666667,-0.0666666666667,15,,1,Hillary Clinton,Huma Abedin,Re: Second explosion targets Moscow metro (SBU),"Monday, March 29, 2010 7:34 AM",,,61
C05775292,0,0,0,0.0,0.0,0.0,3,,1,Hillary Clinton,Jacob Sullivan,Re: NPR,"Monday, March 29, 2010 8:31 AM",,,8
C05775292,1,0,0,0.0434782608696,0.0,0.0434782608696,23,,3,Hillary Clinton,"Sullivan, Jacob J",NPR,Sun Mar 28 21:26:42 2010,,,109
C05775293,2,1,2.0,0.03125,0.015625,0.015625,64,,1,Hillary Clinton, 'ValmoroU@state.goV;Huma Abedin,Schedule,"Monday, March 29, 2010 8:47 AM",,,292
C05775294,3,1,3.0,0.0508474576271,0.0169491525424,0.0338983050847,59,,1,Hillary Clinton,Lauren Jiloty,Call list,"Monday, March 29, 2010 8:48 AM",,,299
C05775295,4,0,0,0.111111111111,0.0,0.111111111111,36,,1,Hillary Clinton,Recos,Welcome back,"Monday, March 29, 2010 9:56 AM",,,145
C05775296,1,3,0.333333333333,0.0333333333333,0.1,-0.0666666666667,30,,1,Hillary Clinton,Recos,Re: Welcome back,"Tuesday, March 30, 2010 12:12 PM",,,137
C05775296,4,0,0,0.111111111111,0.0,0.111111111111,36,,3,Hillary Clinton,Recos,Welcome back,"Monday, March 29, 2010 9:56 AM",,,145
C05775297,0,0,0,0.0,0.0,0.0,2,,1,Hillary Clinton,Jacob Sullivan,Re: DOD on CERP for Pakistan,"Tuesday, March 30, 2010 6:37 PM",,,7
C05775298,3,2,1.5,0.103448275862,0.0689655172414,0.0344827586207,29,,1,Hillary Clinton,Jacob Sullivan;Phillipe Reines,Canada,"Tuesday, March 30, 2010 7:00 PM",,,131
C05775299,5,3,1.66666666667,0.147058823529,0.0882352941176,0.0588235294118,34,,1,Hillary Clinton,jake.sullivar 'preines,Re: Canada,"Tuesday, March 30, 2010 7:09 PM",,,158
C05775300,0,0,0,0.0,0.0,0.0,1,,1,Hillary Clinton,Huma Abedin,Re: Sen. Kay Bailey Hutchison,"Wednesday, March 31, 2010 10:20 AM",,,0
C05775301,0,0,0,0.0,0.0,0.0,2,,1,Hillary Clinton,Huma Abedin,Re: Sen. Kay Bailey Hutchison,"Wednesday, March 31, 2010 10:44 AM",,,3
C05775301,0,0,0,0.0,0.0,0.0,1,,3,Hillary Clinton,Huma Abedin,Re: Sen. Kay Bailey Hutchison,Wed Mar 31 10:20:18 2010,,,0
C05775302,0,0,0,0.0,0.0,0.0,9,,1,Hillary Clinton,Jacob Sullivan,Re: Troika on Sudan,"Wednesday, March 31, 2010 10:50 AM",,,38
C05775303,0,0,0,0.0,0.0,0.0,1,,1,Hillary Clinton,Huma Abedin,Re: Sen. Kay Bailey Hutchison,"Wednesday, March 31, 2010 10:52 AM",,,0
C05775303,0,0,0,0.0,0.0,0.0,1,,3,Hillary Clinton,Huma Abedin,Re: Sen. Kay Bailey Hutchison,Wed Mar 31 10:20:18 2010,,,0
C05775304,0,0,0,0.0,0.0,0.0,11,,1,Hillary Clinton,Jacob Sullivan,Re: Heads up,"Wednesday, March 31, 2010 11:46 AM",,,27
C05775305,0,0,0,0.0,0.0,0.0,1,,1,Hillary Clinton, 'cheryl.mills ' <cheryl.mills 'MillsCD@state.gov' <MillsCD@state.gov>,Fw: FT re NSC,"Wednesday, March 31, 2010 11:47 AM",,,0
C05775306,0,0,0,0.0,0.0,0.0,18,,1,Hillary Clinton,Cheryl Mills,Re: Venezuela,"Wednesday, March 31, 2010 12:31 PM",,,86
C05775307,0,0,0,0.0,0.0,0.0,10,,1,Hillary Clinton,Sidney Blumenthal,Re: H: In case you haven't seen this in today's FT. Sid,"Wednesday, March 31, 2010 4:36 PM",,,31
C05775308,2,0,0,0.105263157895,0.0,0.105263157895,19,,1,Hillary Clinton,Cheryl Mills;Cheryl Mills,KUDOS!,"Wednesday, March 31, 2010 7:29 PM",,,102
C05775309,0,0,0,0.0,0.0,0.0,5,,1,Hillary Clinton,Cheryl Mills,Re: Preval rejects US Advice on Presidential election and respond to Lugar's report,"Thursday, July 1, 2010 5:56 AM",,,9
C05775310,0,0,0,0.0,0.0,0.0,3,,1,Hillary Clinton,Cheryl Mills,Re: Preval rejects US Advice on Presidential election and respond to Lugar's report,"Thursday, July 1, 2010 6:09 AM",,,15
C05775311,0,0,0,0.0,0.0,0.0,11,,1,Hillary Clinton,Cheryl Mills,Re: did you get our summary re MEPP,"Thursday, July 1, 2010 7:14 AM",,,39
C05775312,0,1,0.0,0.0,0.166666666667,-0.166666666667,6,,1,Hillary Clinton,Huma Abedin,Fw: did you get our summary re MEPP,"Thursday, July 1, 2010 8:03 AM",,,24
C05775313,0,0,0,0.0,0.0,0.0,3,,1,Hillary Clinton,Cheryl Mills;Jacob Sullivan,Fw: fyi,"Thursday, July 1, 2010 11:09 AM",,,13
C05775314,34,10,3.4,0.0801886792453,0.0235849056604,0.0566037735849,424,,1,Hillary Clinton,Dennis Ross,What's this about?,"Thursday, July 1,",,,2769
C05775315,0,0,0,0.0,0.0,0.0,10,,1,Hillary Clinton,Jacob Sullivan,Re: Bomb at Sufi shrine,"Thursday, July 1, 2010 6:25 PM",,,42
C05775316,0,0,0,0.0,0.0,0.0,2,,1,Hillary Clinton,Phillipe Reines,Re: Test,"Thursday, July 1, 2010 6:53 PM",,,9
C05775317,1,1,1.0,0.0909090909091,0.0909090909091,0.0,11,,1,Hillary Clinton, 'ValmoroU@state.goV,Re: 8:10pm,"Thursday, July 1, 2010 8:09 PM",,,36
C05775318,0,0,0,0.0,0.0,0.0,4,,1,Hillary Clinton,Jacob Sullivan,Re: Pakistan bombing,"Friday, July 2, 2010 12:38 PM",,,9
C05775319,0,0,0,0.0,0.0,0.0,6,,1,Hillary Clinton,Jacob Sullivan,Re: Pick Tefft's brain about Georgia!,"Friday, July 2, 2010 3:15 PM",,,26
C05775321,0,0,0,0.0,0.0,0.0,15,,1,Hillary Clinton, 'ValmoroU@state.goV;Huma Abedin,Fw: RADM David M. Stone,"Friday, July 2, 2010 4:28 PM",,,85
C05775322,1,0,0,0.0909090909091,0.0,0.0909090909091,11,,1,Hillary Clinton, 'ValmoroU@state.goV;Monica Hanley,Re: Tomorrow,"Friday, July 2, 2010 4:29 PM",,,32
C05775323,1,0,0,0.333333333333,0.0,0.333333333333,3,,1,Hillary Clinton, 'mchaleja@state.gov',Re: Cultural Letters,"Saturday, July 3, 2010 1:33 AM",,,11
C05775324,0,0,0,0.0,0.0,0.0,5,,1,Hillary Clinton,Cheryl Mills,Fw: S's query,"Saturday, July 3, 2010 1:35 AM",,,24
C05775325,0,0,0,0.0,0.0,0.0,3,,1,Hillary Clinton,Lauren Jiloty,Fw: S's query,"Saturday, July 3, 2010 1:35 AM",,,10
C05775326,3,0,0,0.157894736842,0.0,0.157894736842,19,,1,Hillary Clinton, 'mchaleja@state.gov',Re: startegic communications,"Saturday, July 3, 2010 1:37 AM",,,80
C05775327,0,0,0,0.0,0.0,0.0,3,,1,Hillary Clinton,Lauren Jiloty,Fw: startegic communications,"Saturday, July 3, 2010 1:37 AM",,,10
C05775328,1,0,0,0.25,0.0,0.25,4,,1,Hillary Clinton,Sidney Blumenthal,Re: fyi,"Saturday, July 3, 2010 1:51 AM",,,15
C05775329,6,0,0,0.130434782609,0.0,0.130434782609,46,,1,Hillary Clinton,F7cherieblair,Re: confidential,"Saturday, July 3, 2010 1:54 AM",,,214
C05775329,3,0,0,0.111111111111,0.0,0.111111111111,27,,3,Hillary Clinton, Cherie Blair,Re: confidential,15 June 2010 02:35,,,113
C05775330,0,0,0,0.0,0.0,0.0,3,,1,Hillary Clinton,Lauren Jiloty,Fw: Relay,"Saturday, July 3, 2010 3:34 AM",,,10
C05775331,0,0,0,0.0,0.0,0.0,3,,1,Hillary Clinton,Lauren Jiloty,Fw: Pat Lang on McChrystal,"Saturday, July 3, 2010 3:39 AM",,,10
